League	Score	UserID	AgentID	Lang	Pseudo	#challenge,count=4303,time=2020-11-14 00:47:06
2	44.12	705729	3196639	Kotlin	tolsi	
2	44.12	3818876	3195538	Javascript	-JD-	
2	44.12	3512206	3197817	Java	LFR	
2	44.12	3862527	3197937	Python3	TomLeVrai	
2	44.11	3731004	3198151	C++	alesanto	
2	44.11	3422210	3195588	C++	jalalium	
2	44.11	2142961	3198733	C++	masterpoo	
2	44.1	3780609	3193975	Java	DarkZebra	
2	44.08	854952	3198677	Java	dolmen1234	
2	44.08	857546	3196494	C++	Mossan	
2	44.08	2881783	3189076	C++	eki	
2	44.05	3809155	3197642	Java	Myssteriion	
2	44.05	3763023	3198968	Javascript	dmukaliy	
2	44.04	3710707	3195520	Java	Camtima	
2	44.02	1703408	3192368	Python3	GHajba	
2	44	1740560	3195359	Python3	Beb77	
2	43.98	1495394	3198601	C#	qwerty_42	
2	43.98	3101644	3194619	Python3	HerrHagner	
2	43.98	4046031	3196811	Java	Anelia	
2	43.95	826372	3191642	Java	skyyker	
2	43.94	3729975	3191558	Python3	HAG	
2	43.92	3657937	3197676	Python3	elderlybeginner	
2	43.92	1286800	3195651	C++	CursingLlama	
2	43.89	2514525	3182267	Python3	morriskurz	
2	43.88	2450542	3198145	C++	MindController	
2	43.85	1076740	3198431	Python3	Nazo	
2	43.82	273064	3196569	Go	ma2	
2	43.79	1046623	3197033	Java	the_pins	
2	43.78	3767367	3196422	C++	coscialp	
2	43.69	2762795	3198937	Python3	Keysuke	
2	43.62	1406638	3175406	Java	[CG]Thibaud	
2	43.57	4059025	3199066	Python3	uv.	
2	43.45	1479930	3198041	C++	LeRenard	
2	43.34	1663349	3198249	Kotlin	Low-T	
2	43.34	1816783	3196316	C++	NightLuna	
2	43.3	3226448	3191979	Kotlin	tobk	
2	43.27	3047355	3196473	Java	ArtyMaury	
2	43.25	1629241	3197494	Java	DeVan	
2	43.24	1629759	3195306	C++	MSz	
2	43.23	1500688	3194111	C++	GabrielAttal	
2	43.2	3678213	3196776	Java	Imi.obvious	
2	43.19	3647844	3198341	Python3	rc95401	
2	43.18	2796270	3198798	Ruby	bwan-nan	
2	43.16	1352572	3184514	C#	niku-live	
2	43.14	2182272	3193079	C#	mykar	
2	43.14	802171	3192093	PHP	Merome	
2	43.13	580424	3198515	C++	siman	
2	43.12	788361	3195300	TypeScript	Bob	
2	43.11	1381742	3191879	Java	DamienWahl	
2	43.11	2990918	3194978	TypeScript	Dingodino	
2	43.1	1678051	3192936	Lua	v1993	
2	43.1	3822310	3196340	Python3	Chameyolon	
2	43.06	3796163	3197883	C++	BenEpitech	
2	43.06	302433	3193550	Java	StAnger91	
2	43.05	3513265	3190601	C++	DaNinja	
2	43.05	3770880	3194072	Java	Yu_212	
2	43.02	3875672	3190691	C++	StillGreen-san	
2	43.02	272329	3198456	Python3	Arglanir	
2	42.98	2913148	3199057	Java	MathieuV	
2	42.97	4052069	3191071	Python3	enterlezi	
2	42.97	2021601	3195796	C#	Zero0	
2	42.96	1896941	3197756	Python3	Bluepioupiou	
2	42.96	2398608	3189531	Python3	M_C	
2	42.94	3102216	3194002	Python3	Latain	
2	42.92	3627465	3197783	Python3	dogiv	
2	42.85	3482641	3193501	Kotlin	05K4R	
2	42.85	4048107	3196437	C#	SimonPrins	
2	42.83	1799001	3190646	Python3	eddernstein	
2	42.83	2606832	3198377	Python3	theycallmedavid	
2	42.82	3089793	3191589	PHP	bflaceliere	
2	42.81	1957077	3198112	Kotlin	domak	
2	42.76	3307806	3194477	C++	IlyaTkemal	
2	42.72	1978703	3197781	Java	VilGaldur	
2	42.68	3315341	3193506	Python3	Yoyoda	
2	42.67	2817085	3196821	Go	ostapneko	
2	42.66	1953786	3194815	Python3	ludowsky	
2	42.66	2590081	3192763	C++	Eris_C	
2	42.58	335954	3199100	Java	nmahoude	
2	42.58	2231695	3198698	Python3	Conrad_	
2	42.53	4053436	3198424	Java	CH3MA	
2	42.5	4044512	3194837	Python3	Chips-pique9	
2	42.49	1421067	3198856	C#	EraStormbringer	
2	42.47	4042270	3199094	Python3	Andre.Huynh	
2	42.47	1546166	3191908	Javascript	workres	
2	42.46	1785365	3187249	C++	hpottier	
2	42.43	3660682	3196795	Python3	Bglacial	
2	42.4	3769349	3193602	Ruby	nickd75	
2	42.39	1479552	3196906	TypeScript	Tom1	
2	42.38	2724887	3195674	Swift	Krizai	
2	42.34	1350989	3195579	Python3	JeromeDurden	
2	42.3	4055411	3192117	C++	hamap000	
2	42.29	2642273	3181787	Python3	Pluk	
2	42.26	4055392	3196929	C++	totori	
2	42.23	4053362	3196818	C#	Johan_Braanen	
2	42.22	3533314	3187582	C#	skotz	
2	42.21	3497305	3196567	Python3	PyPatzer	
2	42.2	1869024	3182674	Java	Xa2017	
2	42.18	155929	3176610	TypeScript	[CG]jupoulton	
2	42.15	4052185	3195192	Rust	NicolasH_42	
2	42.11	1200669	3198548	Python3	houseofsuns	
2	42.09	3820935	3198044	C++	monnu	
2	42.09	3283415	3198330	C++	Bon[]Crayon	
2	42.09	4011124	3198971	C++	Ariste_j	
2	42.07	1834905	3195255	C#	[Csongor]	
2	42.07	1502114	3196174	C#	Sambock	
2	42.05	3965571	3198274	Python3	Smekarn	
2	42.03	1457162	3197141	Python3	JFB	
2	42	3586671	3196943	C++	Uemu[yazid]	
2	41.98	3093780	3196727	Java	Stanhope	
2	41.93	4022724	3194351	Javascript	Here_s_Chopi	
2	41.83	2040164	3199103	Java	Tubbbe	
2	41.8	3248247	3192478	Javascript	offroff	
2	41.76	3815413	3196008	Swift	Michael_Howard	
2	41.75	2027654	3192522	C++	Mike0385	
2	41.72	837350	3191555	Python3	BorisZ	
2	41.72	3421399	3189201	C#	Athight	
2	41.71	4058994	3199083	Python3	neb0123	
2	41.7	1356356	3185125	Python3	BaconPepe	
2	41.67	3199548	3192526	C#	yonder83	
2	41.65	622207	3197547	Javascript	Brandon	
2	41.64	3778452	3196282	PHP	Avrem	
2	41.62	2465457	3192164	Rust	ArchStanton9	
2	41.6	297557	3199045	Python3	rwilson	
2	41.59	1765864	3194018	C#	SeJ	
2	41.56	1689750	3196348	Python3	AlexisMolestos	
2	41.54	3614370	3193473	Python3	andrefpoliveira	
2	41.53	2422378	3195827	Javascript	C2H5OH	
2	41.51	1715243	3191048	Python3	Zerfa	
2	41.5	2167723	3195328	C++	Gb42	
2	41.49	2003085	3192483	Swift	topshota	
2	41.48	1487392	3196392	Java	Razielwar	
2	41.46	1880197	3194730	Python3	bicklil	
2	41.43	3558439	3196207	C++	magouin	
2	41.42	2781753	3196262	Scala	execdd17	
2	41.41	939375	3196719	Python3	Indrill	
2	41.41	886483	3197452	C	R4N4R4M4	
2	41.37	1387288	3195814	Javascript	informatics	
2	41.35	1227148	3196668	Java	Schneewittchen	
2	41.33	1034499	3186482	Python3	DOS	
2	41.3	3798761	3190894	Javascript	Rotofly	
2	41.3	608523	3197421	C#	Blinkq	
2	41.3	353474	3192966	C#	Maka	
2	41.28	3154027	3187581	C++	Jirotech	
2	41.26	3414155	3193642	Scala	Smerk	
2	41.24	2750377	3193551	Python3	gybson_samara	
2	41.23	1154129	3198035	Python3	Mahouss	
2	41.22	4050334	3197976	Python3	Antyoche	
2	41.22	952647	3198296	C#	Bad_Karma	
2	41.19	3256320	3197912	Kotlin	aRi	
2	41.19	2102562	3194780	Python3	lyan	
2	41.18	1709440	3180208	C++	Errichto	
2	41.18	3951098	3189563	Python3	SlurpasGasskagg	
2	41.17	1498685	3188575	Kotlin	zahariaca	
2	41.17	3356507	3198235	Java	evak	
2	41.15	2491360	3195662	Java	jenthomas88	
2	41.15	3080072	3195023	C#	xellis	
2	41.14	900129	3196367	C++	Julien_E	
2	41.14	1466587	3197388	C++	ionutzxy	
2	41.14	3245819	3190125	C#	TomA	
2	41.14	3758410	3184157	D	Jeroen.	
2	41.14	4032045	3196804	Kotlin	levaski	
2	41.13	1129740	3196476	Python3	HackingHues	
2	41.12	3997903	3193542	Scala	qb-rgb	
2	41.12	3770509	3179413	C#	yupiteru	
2	41.11	4050493	3192838	Python3	SophiaLegacy	
2	41.1	3816550	3185361	Python3	0xCAFE	
2	41.08	4056982	3198572	Java	kreska	
2	41.07	3626280	3197893	Dart	Fillan	
2	41.03	3701362	3188638	Python3	Sandals	
2	41.03	3523406	3188451	Java	Pansier	
2	41.01	4015187	3197262	Python3	Phk13	
2	41	3519144	3198429	C#	acertare	
2	40.98	1372577	3188450	C++	codes	
2	40.98	3818698	3197585	Python3	Claim-The-Potato-God	
2	40.97	4051383	3196522	C	lturbang	
2	40.97	3825364	3197268	C#	Farley	
2	40.92	745428	3195824	TypeScript	ipinlnd	
2	40.85	3896939	3197877	C++	MrChocSalmon	
2	40.83	4057208	3199148	C++	casmith789	
2	40.75	1712434	3198066	Java	MaxHeap	
2	40.73	3060932	3199055	Java	boumagik	
2	40.71	3136787	3195903	Java	jacek	
2	40.69	3356021	3194635	C++	ojoubout	
2	40.65	2976964	3181453	Java	BenjaminUrquhart	
2	40.63	3700890	3184780	Python3	tempux	
2	40.61	3930435	3198873	C++	MonsieurChon	
2	40.58	3444401	3198019	Python3	Marcika	
2	40.55	4050576	3194377	Python3	Lighten	
2	40.53	3571579	3194216	C++	ntroPi	
2	40.51	3076654	3194652	Python3	bonebone	
2	40.51	925202	3198930	Kotlin	VirtuaL42	
2	40.45	2981251	3195514	C++	Yan-rlathotep	
2	40.41	1876212	3183878	Python3	PFischbeck	
2	40.4	2172874	3198423	C++	Med1ane	
2	40.39	1603802	3189817	Python3	BigNozMG	
2	40.39	952796	3191971	C#	CodingTurtle	
2	40.36	3763600	3198351	C++	rchallie	
2	40.35	1477622	3196126	C#	zrdon	
2	40.35	567777	3185239	Java	GTS	
2	40.33	912633	3197321	C#	Poviliukas	
2	40.31	934833	3198372	Javascript	denosya	
2	40.3	1045485	3194761	TypeScript	Jessie	
2	40.28	3805631	3192216	Scala	BigBangThierry	
2	40.26	3998318	3197922	C#	marcgardent	
2	40.25	3861441	3179041	Python3	[CG]Krazhael	
2	40.25	1481490	3193804	C++	blablub	
2	40.24	3076711	3186202	C#	Sceurpien	
2	40.24	4055170	3199040	PHP	TheWhiteObama	
2	40.23	3973530	3199118	C++	kajav	
2	40.21	2660447	3192904	C++	Vexfxjc	
2	40.21	1171469	3198158	Java	Reblochon	
2	40.2	1468688	3189919	TypeScript	Krakenpine	
2	40.18	3241188	3192691	Javascript	Sawa974	
2	40.18	844592	3198595	C#	Marimout	
2	40.18	3635442	3197070	Java	poloch0n	
2	40.17	3354668	3198621	Python3	DimSumSaying	
2	40.15	3987327	3199001	C++	adimiclaus15	
2	40.14	4050713	3184591	Javascript	tbailleu	
2	40.1	3767558	3189422	Python3	Lakshay	
2	40.1	1771120	3195272	Python3	redCroc	
2	40.09	153872	3196165	Java	Mr.Propre	
2	40.05	2969181	3181054	C++	maras	
2	40.04	4027771	3198449	Javascript	AndreMarasca	
2	40.03	1443769	3193822	C#	weweno	
2	40.03	2544989	3191731	Kotlin	lulugo19	
2	40.01	2270414	3196063	Python3	JaviCarrasco	
2	40	1638502	3197419	Python3	Mufasa.	
2	39.99	4052324	3197560	Javascript	AntiCheap	
2	39.96	1075260	3198210	Java	metwesse	
2	39.95	199887	3195915	C#	sanpas83	
2	39.89	2762523	3199091	Python3	CM42	
2	39.86	886592	3198678	TypeScript	AnTiToinE	
2	39.86	2188475	3194608	Python3	Yomain	
2	39.85	2474883	3193797	Python3	lakeoverflow	
2	39.82	2290633	3191919	Python3	field3	
2	39.8	2438065	3192337	Rust	WillFrost	
2	39.79	3123981	3197348	C#	AAAAnt	
2	39.79	4057287	3187754	C++	peroon	
2	39.79	2836130	3186512	Javascript	dos	
2	39.76	4009226	3198549	C#	Andy176822	
2	39.76	3479124	3188429	Python3	Laminator	
2	39.74	2202771	3199135	Java	Kaplone	
2	39.73	4031282	3195772	Java	tsi	
2	39.72	1035630	3194310	Java	Vestiaz	
2	39.66	4060123	3199052	Python3	Pbatch	
2	39.66	4052289	3198614	Javascript	Castor2D	
2	39.65	2817552	3186607	Javascript	NoRabbit	
2	39.63	2196209	3195902	C++	Actium	
2	39.62	3783057	3196815	Python3	Robella	
2	39.62	1490383	3196609	C++	arkwaw	
2	39.61	1062993	3199084	C#	Whiskee	
2	39.59	4051084	3198354	C++	Lil-Red-Guy	
2	39.57	2435323	3189848	Python3	retenodus	
2	39.56	1098634	3196764	Javascript	grsoares	
2	39.52	418987	3193882	Python3	maddenvvs	
2	39.49	818780	3196205	Javascript	bbodin01	
2	39.49	3462060	3194010	C++	k7n	
2	39.48	2104758	3198797	Python3	Danifae	
2	39.47	352273	3185253	C++	ivan44	
2	39.45	3715590	3193815	Python3	AyD	
2	39.41	1768606	3187705	Javascript	Drallieiv	
2	39.37	1506280	3186452	C	TwoLate	
2	39.36	893541	3198457	Java	wala	
2	39.34	3467203	3195196	C++	Neteroo	
2	39.32	3589590	3193965	Python3	Edjy	
2	39.29	1399382	3197619	C#	Regulus136	
2	39.28	2046213	3194997	Java	t.subrmanian80	
2	39.28	1741614	3198586	Python3	toutatis	
2	39.27	4056056	3199123	Python3	BE_Walker	
2	39.26	3501362	3189698	C#	TristanB	
2	39.16	957458	3188805	C++	the_white_devil	
2	39.16	496227	3190989	Java	Denebil	
2	39.15	4041860	3188362	Python3	patahene	
2	39.15	4057800	3198996	Python3	Topjimmies	
2	39.14	2689801	3186678	PHP	mariomka	
2	39.12	1757536	3199095	Python3	BlueGhost31	
2	39.11	3032507	3194921	C++	DarkFroakie	
2	39.1	153698	3183541	Java	obourgain	
2	39.08	1498442	3193403	TypeScript	NSzx	
2	39.06	2923506	3197674	C#	darkhorse64	
2	39.03	1635910	3195656	Python3	Limman	
2	39.01	2962429	3186379	Python3	Daneon	
2	39.01	3766283	3195502	Javascript	chappelle	
2	39	3317551	3198018	C++	pganglof	
2	38.98	3316445	3197393	Python3	RaccoonDev	
2	38.98	4051415	3198319	Python3	Sebichou	
2	38.97	3988015	3198789	Javascript	Kasparrow	
2	38.97	2115491	3192016	Javascript	Haashi	
2	38.97	1447855	3180831	Javascript	totopsy	
2	38.96	4052110	3191075	Python3	krypticbit	
2	38.96	1704708	3180727	Python3	valcodi	
2	38.95	939530	3191509	Java	Jahz	
2	38.95	820541	3197535	PHP	Johnstyle	
2	38.94	3819467	3195544	C++	bin101	
2	38.94	1416686	3182103	C#	Avatar256	
2	38.94	554263	3189695	C++	assy	
2	38.94	3496883	3190484	Java	AugustoMauch	
2	38.92	3744791	3193443	C++	Zhmyh	
2	38.92	2698637	3193426	Java	CorentinFoucault	
2	38.92	3805707	3193892	C++	Darkred	
2	38.92	1055043	3197965	Javascript	EvaldasSakinis	
2	38.92	346580	3187136	Python3	Vdd9	
2	38.9	908258	3199086	Java	JeanSeb	
2	38.9	2802157	3197401	Python3	HKit	
2	38.89	1864652	3181276	C	asd521	
2	38.88	4057283	3191723	Python3	RasmusRotbart	
2	38.87	2626104	3180911	Python3	LogicalKip	
2	38.86	2637659	3197539	C#	Barsy	
2	38.85	3799610	3195776	Java	SoleilTaciturne	
2	38.84	1256312	3196359	TypeScript	Djoums	
2	38.82	3411072	3192637	C++	summer000	
2	38.82	1872557	3183410	Go	FinkPloyd	
2	38.78	1479098	3187092	C++	Elventian	
2	38.76	1170632	3198985	C#	Eclipse_Storm	
2	38.76	1525821	3193391	C#	Jeroo	
2	38.75	865548	3185348	Python3	Kktus	
2	38.75	3504573	3186705	Javascript	ChrisOz	
2	38.75	4045633	3197934	Java	Airzin	
2	38.74	3898813	3194414	C++	3ifndef	
2	38.74	2862682	3197656	Javascript	Hurda	
2	38.74	2973075	3192295	Python3	RobinAnand	
2	38.73	2686778	3188798	C++	AKEE	
2	38.72	3892663	3195448	Python3	BetweenTheLines	
2	38.71	3514622	3192160	Java	skerdudou	
2	38.71	3968264	3181257	Python3	dididg	
2	38.7	2719604	3194629	Python3	vpoulailleau	
2	38.7	2837654	3190747	C++	R2B2	
2	38.68	1377653	3192103	Java	Jaona	
2	38.67	3393535	3194352	C++	LuckyJ.	
2	38.65	1385211	3183986	Python3	Thheo	
2	38.63	2521394	3182978	Go	FrankR	
2	38.61	951724	3197910	Go	Ka-L	
2	38.6	204179	3186464	Java	resistcorp	
2	38.6	2681776	3188508	Java	Klepus	
2	38.56	3775656	3198055	Python3	Folichon	
2	38.54	3496153	3195411	Python3	lndshs	
2	38.53	3798493	3194117	PHP	ASFernandes	
2	38.52	523846	3195818	C#	Palmipedus	
2	38.51	4052567	3197885	Python3	Hupodi	
2	38.49	1686039	3197478	C#	Jerome.R.	
2	38.49	2000540	3190023	C#	rombolshak	
2	38.48	3179560	3186463	Java	Zilvester	
