League	Score	UserID	AgentID	Lang	Pseudo	#challenge,count=4110,time=2020-05-12 21:43:49
3	19.4	3731004	2912533	C	alesanto	
3	19.38	3199548	2914716	C#	yonder83	
3	19.36	3805699	2911808	Kotlin	acauchy	
3	19.34	1687754	2905360	Java	cg123	
3	19.34	2101061	2905902	Python3	darka	
3	19.3	3812099	2913827	C++	ernestvw	
3	19.25	1675034	2911744	Javascript	francois	
3	19.19	2297753	2909056	Python3	Warly7692	
3	19.16	1366661	2911582	Java	YoBo	
3	19.15	3452059	2905567	Java	_Vincent_	
3	19.15	281532	2913167	Scala	Soullz	
3	19.15	2769163	2904239	Python3	ZBRAAAA	
3	19.14	3534758	2908748	C#	EnneiteZer	
3	19.14	3804880	2903891	C++	Tomasz_Zyla	
3	19.12	3274049	2909816	Python3	Tarleya	
3	19.11	3563633	2901752	Javascript	p1100i	
3	19.11	417332	2914360	Python3	mattiadg	
3	19.1	1406638	2908893	Java	[CG]Thibaud	
3	19.1	3741825	2902422	C++	MichalMiko	
3	19.04	1993004	2911941	C#	olivR	
3	19.03	1096201	2904687	C#	Maksimov	
3	19.01	1377653	2901874	Java	Jaona	
3	19	898175	2905912	C#	BioTiNe	
3	18.97	1757792	2914590	Java	oreshnik	
3	18.96	833213	2914563	TypeScript	T4GAD4	
3	18.96	2523117	2914060	C#	AlexN2102	
3	18.95	3761900	2913583	Python3	Hacheloos	
3	18.93	2981251	2901609	Python3	Yan-rlathotep	
3	18.9	2653584	2902640	Python3	Don_Camillo	
3	18.89	3765212	2909159	Python3	pavaucha	
3	18.88	3802242	2911537	C++	zarif98sjs	
3	18.87	1178276	2905008	Java	Jerome_95	
3	18.86	3801896	2909371	C++	viktor.korsun	
3	18.85	3804739	2901652	C#	GhostDev	
3	18.83	1711397	2906698	Javascript	diogo.giassi	
3	18.82	3805506	2910446	C++	amino_acid	
3	18.82	2674460	2908069	Python3	Malte42	
3	18.81	186405	2912658	C#	d-mark	
3	18.81	3801121	2903726	TypeScript	Razdva122	
3	18.81	172938	2906975	PHP	kuzmaka	
3	18.79	2926847	2914699	C++	M99	
3	18.78	225875	2913834	C#	leff	
3	18.77	1109907	2914329	PHP	polpoul	
3	18.74	3726978	2909985	C++	VirtualAtom	
3	18.73	2571774	2911532	Python3	Kannely	
3	18.72	3418590	2912407	C++	LaPatateU	
3	18.71	2536487	2905823	Java	Sumo-Naony	
3	18.7	3513922	2913988	C++	Skril	
3	18.69	3797273	2909466	C#	Pepito63	
3	18.67	3380184	2911980	Java	chouch	
3	18.65	1685694	2909585	C++	tashikani	
3	18.6	1642932	2908075	C++	Durkin	
3	18.59	371603	2906549	C++	martin	
3	18.58	316736	2902142	Python3	DjyeF	
3	18.57	3102216	2908408	Java	Latain	
3	18.56	3790601	2914289	Python3	jarcan	
3	18.54	3755678	2905207	C++	Grudo	
3	18.51	1105439	2910173	C++	Edrevan	
3	18.49	1629241	2905348	Java	DeVan	
3	18.49	3785657	2905496	C++	rknoll	
3	18.47	3585269	2909306	Python3	Colios13	
3	18.47	2719604	2908810	Python3	vpoulailleau	
3	18.47	3393535	2913900	Python3	LuckyJ.	
3	18.45	3801536	2906979	Java	IShyAspieGuy	
3	18.44	1049979	2902137	Python3	timqsh	
3	18.44	3501475	2911218	Python3	Over9000	
3	18.42	3786624	2912166	TypeScript	Siddhant-K-code	
3	18.4	3675563	2910590	C++	QuentinSauvage	
3	18.4	1491995	2903128	C#	Tyir	
3	18.39	1205152	2904382	Javascript	cfoll	
3	18.38	1920644	2902505	C++	Skygge	
3	18.38	3765895	2906776	Go	Topinambour	
3	18.37	635884	2913916	Java	[1A]Zaxx	
3	18.35	3802930	2914439	C++	akij_biri	
3	18.35	3706223	2914454	PHP	Yab94	
3	18.34	926124	2901947	C++	Beerus	
3	18.34	1354896	2910021	Python3	Maciulis	
3	18.29	3763162	2913912	TypeScript	chimpansiets	
3	18.24	1279866	2903992	C#	zBobiwan	
3	18.24	3803080	2913502	Kotlin	flore77	
3	18.19	3799610	2914070	Java	SoleilTaciturne	
3	18.18	3767219	2914497	C++	wonderwater	
