Score	UserID	Pseudo	#time=2019-09-07 11:51:10,count=8
162	1629259	Marchete	
162	155774	dwarfie	
166	1654818	tarapitha	
210	2288263	dbdr	
261	1931039	MooMooN	
314	2786666	TetraktysPhi	
873	1740037	ereiam	
1503	3309767	DualisT	
