League	Score	UserID	AgentID	Lang	Pseudo	#time=2019-09-07 09:53:27,count=398
6	37.73	3193653	2433021	C++	karliso	
6	32.12	1400179	2431247	C++	reCurse	
6	27.16	1372349	2431246	Java	NinjaDoggy	
6	26.84	3243532	2431241	Java	teccles	
6	23.9	3341766	2465498	C#	AlesRamsa	
6	23.41	1500515	2431253	C#	eulerscheZahl	
6	21.86	154984	2431238	C++	_Royale	
6	21.69	3235897	2431255	Java	DanielGorski	
6	21.37	1049935	2431243	C++	Azkellas	
6	20.75	820000	2431240	C++	ValGrowth	
6	20.59	351062	2431249	C++	Neumann	
6	19.9	2311105	2431245	C++	kovi	
6	19.55	805067	2431257	C++	Magus	
6	19.46	837350	2431250	Python3	BorisZ	
6	18.68	2288263	2431248	Rust	dbdr	
6	17.9	1818159	2431254	C++	JRFerguson	
6	16.56	2522090	2431244	C#	MSmits	
6	16.35	3319855	2442301	C#	Drobor	
6	16.15	1114834	2432786	Python3	k4ng0u	
6	15.99	1947771	2433678	Python3	__Alex__	
6	15.18	154312	2431634	C#	ThomasNicoullaud	
6	14.76	3354668	2460223	Python3	DimSumSaying	
6	14.65	1333869	2431251	Python3	kiwijam	
6	14.2	2970414	2431239	Python3	Fangel	
6	14.03	1756952	2431237	C++	Petras	
6	13.72	1675487	2432917	C	PED	
6	13.35	754792	2433172	C++	Ramdeath	
6	13.18	1861852	2433556	Javascript	Cramer	
6	13.02	1480501	2433546	C++	DaFish	
6	11.78	893541	2433569	Java	wala	
5	35.19	416762	2425733	Javascript	Khao	
5	34.07	1167615	2447831	C#	TylerDurden	
5	33.95	1335230	2467096	C++	jft63	
5	33.94	2386035	2431687	C#	Samsonov	
5	33.72	2510531	2433058	Python3	Jamproject	
5	33.7	463873	2425790	Python3	tanakat01	
5	32.99	2006324	2465147	C#	SihardeOussama	
5	32.92	403748	2426452	C#	[CG]SaiksyApo	
5	31.67	2906497	2425865	C++	daaskare	
5	31.58	1399619	2425749	C++	yurp	
5	30.22	1629259	2477826	C++	Marchete	
5	30.22	1932868	2425862	Python3	Tehelka	
5	29.95	1754295	2425869	Scala	SF	
5	29.85	1314316	2439918	C++	jolindien	
5	29.82	1341520	2425850	C	egaetan	
5	29.53	1194069	2425845	Java	Redstrike	
5	29.5	3235896	2425853	Java	Fenz	
5	29.39	232528	2425822	C++	cegprakash	
5	29.12	2416641	2476440	C#	Zenoscave	
5	28.68	1489865	2437635	C++	EricSMSO	
5	28.68	2114947	2425793	C++	Nixerrr	
