# time=2019-09-07 08:00:59
# count=1525
#League	Score	UserID	AgentID	Lang	Pseudo
0	20.03	2582643	1876460	Python3	DJrafou
0	20.02	627619	255697	Javascript	yurass
0	19.94	226551	250562	Python	dzemeuksis
0	19.93	344374	653577	C#	cloudermaker
0	19.89	1031426	367831	Javascript	SamH
0	19.89	1060119	686648	Java	Submoon
0	19.85	1368122	417619	Go	galthaus
0	19.83	2924895	2479800	C	trictrac
0	19.75	1395362	416038	Ruby	DragonWarlock
0	19.7	329573	361677	PHP	LiRyC
0	19.7	1498755	800129	Javascript	Nyvis
0	19.62	266276	585004	C++	MrTimber
0	19.6	153656	247128	C++	Chris
0	19.58	980164	854408	PHP	Tim142857
0	19.53	2545748	2339655	Java	sybernatuz
0	19.51	540212	255744	Java	marnamo
0	19.48	1354742	418185	Ruby	torxx
0	19.47	417847	256730	Python	buz76190
0	19.46	741080	255902	Java	Leibowitz
0	19.46	2683525	2475814	Java	Kiwiilock
0	19.46	218388	256171	Java	minioim
0	19.45	677381	259388	Java	galimru
0	19.45	1367760	475129	Java	eithelgul
0	19.45	359956	256287	C++	Hufo
0	19.44	1546173	2053140	Java	Gorkill
0	19.36	1317750	474315	Python3	loul
0	19.36	1861258	2238904	Go	Nazdhun
0	19.33	1234603	370167	C++	Jesus05
0	19.33	226115	410672	C++	Nergal
0	19.32	811776	370152	Python3	Matthieu_R
0	19.32	1390039	415762	Python	nodashi
0	19.31	612580	253108	PHP	Huntross
0	19.31	808608	382183	Scala	Locutus
0	19.31	781026	255115	C++	Acclite
0	19.28	1670523	772793	Java	j-selby
0	19.26	328773	254939	Python	L.Tailor
0	19.22	399039	255621	Java	psign
0	19.2	1288709	374329	Ruby	JamieWhite
0	19.18	2448432	2475063	Python3	Tantrum
0	19.18	1491995	1113504	C#	Tyir
0	19.15	1235867	371297	Java	Ckram
0	19.15	155777	256003	Java	Fab
0	19.13	1293284	380442	Python	NaraJeamfry
0	19.08	171470	255254	Python	apatrushev
0	19.08	567777	255225	Java	GTS
0	19.07	1213292	369055	C++	0n37w0
0	19.04	255851	255125	Go	bolilla
0	19.01	1343111	413807	Javascript	Thal
0	18.99	2173066	1450851	Java	twoja_stara
0	18.94	511125	256201	C++	Arrekin
0	18.92	555424	364210	Scala	cymarechal
0	18.91	314562	412341	Javascript	Mechar
0	18.88	156188	307955	PHP	DorianWilde
0	18.78	2073179	2456350	Scala	Biwere
0	18.77	236902	259677	C++	Tryum
0	18.75	2255187	2070723	PHP	rom_02
0	18.72	2065521	2466371	Java	igolus
0	18.71	2124591	1420110	Python	Rdjdv
0	18.71	420035	309682	Pascal	bvs23bkv33
0	18.69	674383	416981	Python	wiredrat
0	18.69	2841964	2068035	C++	TerrMingAThor
0	18.66	198916	1118149	Java	WhatTrickeryIsThis
0	18.66	1904803	2209641	C#	Martijnjvdd
0	18.65	1634195	882682	Scala	k.ab
0	18.61	153062	256296	Java	Guian
0	18.61	635884	255003	Java	[1A]Zaxx
0	18.6	1540394	2479509	C#	LVdA
0	18.59	924135	480637	Scala	Stuxnet
0	18.56	2923506	2475666	C++	darkhorse64
0	18.56	1470031	530057	Scala	gandalf
0	18.56	880044	307871	C#	Dalmali
0	18.56	597932	254437	C#	Fizari
0	18.55	1983587	1299424	Java	mikimikimiki
0	18.55	2173088	1450902	Java	uzytkownik
0	18.54	646884	255880	Haskell	Zephyr111
0	18.52	1298794	578904	Javascript	Husenap
0	18.52	1109999	784023	PHP	Peorthyr
0	18.5	871170	302215	PHP	Brainslug
0	18.5	250398	251401	C	Otherend
0	18.49	703957	254722	C++	Nstyrl
0	18.49	233834	1575818	Python3	Herumor
0	18.49	1866525	1109466	Scala	charMlessMan
0	18.47	383410	316381	Python	NewbiZ
0	18.47	2438011	1646651	C	Findo
0	18.44	2997102	2257229	Python3	[SSS]Nass
0	18.43	2003326	1602408	Python	Rat62
0	18.43	403447	367026	C#	Jokeen
0	18.42	833115	366828	PHP	VSLourenco
0	18.42	614593	256106	C++	davidc
0	18.42	552492	255423	Java	cpu3140
0	18.41	1717345	1076392	Scala	kotobotov
0	18.4	943556	310663	C++	DollarAkshay
0	18.4	773171	255014	C++	RQ
0	18.37	812470	413926	C++	dingjun
0	18.36	481024	247425	Python	DrDestroyer
0	18.31	403413	255910	C++	Cha
0	18.3	292748	255743	Java	javapower
0	18.28	1227762	413763	Python	rFlo
0	18.26	1325597	412251	Python3	FPellinore
0	18.25	918759	1296851	Scala	Ventox
0	18.25	520696	254563	C#	nico91470fr
0	18.24	418192	256233	C#	Emilll
0	18.24	747081	255678	Java	shrum
0	18.23	1391234	417946	PHP	DeathMask
0	18.22	2762280	1970910	Javascript	BGM
0	18.22	1306541	1118733	C++	Steuh
0	18.21	699385	255893	C++	Moai
0	18.15	1975059	1462527	Pascal	
0	18.15	1499173	599006	C++	ComradeDog
0	18.12	450391	254239	C++	smrkt
0	18.1	1857772	1632481	Scala	darkange69
0	18.07	417490	255229	Java	Alevohin
0	18.07	1651569	932961	Go	Insan
0	17.88	600941	250328	C++	mrv
0	17.87	649227	257276	C#	lenac
0	17.87	1210073	368650	Scala	justinjosephmkj
0	17.87	668954	912510	C++	Fluxor
0	17.84	633783	255446	PHP	Ugatza
0	17.84	1173588	374229	C#	MarijBerghuijs
0	17.79	925327	1414770	Java	
0	17.77	726298	253292	Javascript	reueljonathan
0	17.73	2173079	1450857	Java	optimus_prime
0	17.7	3372401	2412683	Python3	SebastienJ
0	17.62	788466	256361	Scala	Reldan
0	17.57	3192184	2250008	Python3	JonathanYudiGunawan
0	17.56	416648	254878	Ruby	dyatlov
0	17.52	1342741	1579829	Python3	ltDan
0	17.46	184051	256010	Python3	Jl1
0	17.42	650779	252243	Haskell	Sparshong
0	17.36	563069	255056	Scala	Darkris
0	17.31	1072938	364492	Scala	G.Gery
0	17.25	249200	259458	C++	Snu
0	17.25	1417559	2135625	C++	NashBean
0	17.24	1005061	492074	Ruby	drac
0	17.21	1217932	921570	Javascript	msek
0	17.2	681040	257358	Python3	
0	17.19	2117127	2240103	Python3	rhv
0	17.19	1402968	498157	Python	MMMAAANNN
0	17.13	620448	257348	C++	AB
0	17.1	704694	247252	Python	
0	17.05	608249	253369	C++	Ironmagog
0	17.05	238747	247125	PHP	defkrie
0	17.04	1859597	1096467	Python3	flines
0	17.02	793587	255765	Java	votick
0	17	393267	255570	C#	M-Graf
0	16.99	966687	310769	C#	lanik
0	16.98	421626	252265	Java	TT
0	16.98	641670	257336	C++	ice_baer
0	16.97	1194069	2077636	Java	Redstrike
0	16.97	1501763	1456903	Python3	dziuniiiiek
0	16.89	1363760	604571	Javascript	Frostizzz
0	16.88	723476	255981	Python3	NeoPhnx
0	16.84	1689147	792267	C++	kidanger
0	16.84	157377	255077	Javascript	McKelian
0	16.84	1167980	382770	Javascript	qoobus
0	16.82	464686	255821	Javascript	nono0481
0	16.79	1358627	920247	C++	Aleix
0	16.75	200424	255766	C#	LifeStream
0	16.64	705079	257077	Javascript	Perazzo
0	16.62	2096064	1444593	Python	xiao.sha
0	16.62	3054071	2324595	Python3	Filosofix
0	16.57	155014	256176	Javascript	Rodolphe
0	16.55	2748434	2009481	Javascript	kindergart
0	16.48	3195126	2254066	Python3	Rahachu
0	16.47	651172	253988	Python3	ze
0	16.45	2397204	1612369	C#	SuperGrover
0	16.45	277250	255690	Java	Asterix
0	16.43	969000	366037	Javascript	KB
0	16.4	505014	255354	Java	Theo
0	16.39	326301	255566	C++	Merraz
0	16.35	1397392	416914	C#	ShadowRonin
0	16.34	992728	2434070	C#	Torquai
0	16.34	751976	416297	Java	areyousrsbro
0	16.33	826101	309817	C++	Erebe
0	16.33	2243133	1490306	C++	Suzunechi
0	16.32	3305510	2441327	PHP	TBali
0	16.3	1645870	754186	Python	ppo1
0	16.28	574513	255113	PHP	Yassin
0	16.28	1316809	1674776	PHP	Totoka
0	16.24	438018	464970	Javascript	trekiteasy
0	16.23	2397542	1612345	Java	Peer
0	16.23	520249	256948	C++	gr3go
0	16.23	2933867	2129103	C++	ElHam
0	16.22	3201750	2254403	C++	rakaief
0	16.22	720205	255669	ObjectiveC	Svennevz
0	16.21	1547181	694693	C#	adeo8
0	16.2	1001661	366781	Java	Friendly_Lama
0	16.2	1198313	369703	Python	BobBieLoblaw
0	16.19	639350	257085	C#	Professor
0	16.18	645175	255344	Python3	gravelweb
0	16.18	309926	247173	C++	Astropong
0	16.16	2158904	1449808	Python	ChouBaGuai
0	16.14	536221	257706	C	0xDEADC0DE
0	16.1	1405431	445635	Java	axelgiaco
0	16.09	1753424	912533	C++	FilkinKuiv
0	16.09	477790	254445	Java	jfreem
0	16.09	728898	247402	Python	DaddysPrincess
0	16.08	270881	1669940	Python3	Maurice_Moss
0	16.07	1921209	1119739	C++	anonymus1111
0	16.04	3194134	2254465	Python3	Nightmare3323
0	16.03	431967	251338	C++	takazawa
0	16	1566425	973007	Python3	UNCLE_RAINBOW_FARTING_CAT
0	15.99	523846	254628	C#	Palmipedus
0	15.99	334434	490190	Java	Rajh
0	15.9	2636264	1869753	Python3	mattdeal
0	15.86	1838289	1398283	C++	Dagal
0	15.85	576244	247463	Javascript	ElFoG
0	15.83	2230110	1486805	Python3	Pierrafeux
0	15.82	456631	259726	Go	
0	15.81	365796	254139	C++	CvxFous
0	15.78	662187	255074	C#	Kagooick
0	15.73	657453	256090	Scala	Hss
0	15.73	162982	1120456	Scala	Dami-e
0	15.72	240454	247261	C#	Mikkanu
0	15.68	992691	782304	Python3	tredden
0	15.63	1072200	370611	C	alze
0	15.62	1546122	689554	Javascript	temich
0	15.61	599367	255265	C#	Soku
0	15.54	734294	256193	C++	Mathias
0	15.39	404357	255331	C++	Tibo669
0	15.36	257832	2423919	C++	BlaiseEbuth
0	15.28	611144	256091	Java	jblesage
0	15.28	743207	255051	Javascript	NLS667
0	15.25	698607	256108	Python	Max
0	15.22	2327967	1735523	Ruby	Karocyt
0	15.19	388694	256004	PHP	bojulot
0	15.18	3190384	2257848	Python3	christzenleonardy
0	15.17	1022925	1735875	C++	Adrien.
0	14.98	687234	256053	PHP	joseic
0	14.98	1875472	1491543	F#	BillBert
0	14.97	155939	255649	C	xylo
0	14.97	1386924	1778676	Javascript	Ylec
0	14.88	1158783	369540	C++	Platypus
0	14.87	1405359	417731	C	TheDarkVoice
0	14.84	542999	255999	C++	arturgo
0	14.84	379285	251400	C#	Angrox
0	14.84	2539260	1756776	Java	LeoCailliez
0	14.84	1428084	462040	Dart	Mixolyde
0	14.83	155929	257846	Python3	[CG]jupoulton
0	14.82	595812	256019	Java	OSS117
0	14.8	725683	253703	Javascript	BrunoCostaBourbon
0	14.72	599602	256109	C++	Akanthaur
0	14.72	294302	256101	C++	vorkostil
0	14.69	2416641	1842770	Ruby	Zenoscave
0	14.67	788768	256428	PHP	kiaka010
0	14.63	1296871	375292	Java	ShadeGraywolf
0	14.61	1408492	637789	Java	Ptit-g
0	14.6	591920	255327	Java	Zheroc
0	14.6	3190377	2257057	Python3	NaufalZhafranLatif
0	14.6	624198	249178	C++	Psi
0	14.48	382934	255976	C#	WarsTime
0	14.29	1418821	1300401	Lua	input.txt
0	14.17	3191593	2254486	Python3	bambangharyopba
0	14.13	385699	252352	Go	Nikai
0	14.07	681784	249930	C	ZKSteffel
0	13.96	439478	247168	PHP	mavrsky
0	13.94	616507	253279	Ruby	guigonc
0	13.9	155762	255930	C#	BabelO
0	13.87	314333	257338	C#	Jcbalmeida
0	13.83	1734039	1772017	C	ProfJack
0	13.82	2069141	2481490	C#	tomeko
0	13.82	602618	247247	C#	Maikol
0	13.81	629336	255302	PHP	Toblerone
0	13.76	613926	254640	C++	Keeyan
0	13.75	356923	252262	Python	NgoKimPhu
0	13.72	351676	256997	Dart	Dhanton
0	13.72	1086214	362611	Perl	bor
0	13.71	273906	259376	PHP	szenbalu
0	13.7	736500	255651	Python	TheE
0	13.7	580194	411594	Java	ODN
0	13.67	697437	255751	C++	m0hamed
0	13.65	155774	507255	PHP	dwarfie
0	13.63	932558	1504250	Java	VKI
0	13.56	1641356	809762	Javascript	sigitkw
0	13.55	1286991	442964	Java	Yorwan_
0	13.52	198268	254677	Perl	newrare
0	13.49	1766761	1465609	Python	Wahoc
0	13.48	715431	256204	Python3	G3r0
0	13.44	683803	256179	Java	Makosblade
0	13.41	1487168	1581208	Bash	FatIvan
0	13.38	2167078	2133684	Java	Mamatus
0	13.35	843723	382934	Python3	Walz
0	13.28	1412263	1658931	PHP	PatrickMcGinnisII
0	13.24	154046	253832	Java	Arywatt
0	13.14	734833	255926	Perl	Jurienu
0	13.13	1038882	507896	Python3	ICTylor
0	13.12	594484	252047	Java	Midgard
0	13.04	2245211	1491366	C++	LordAizen
0	13.03	299644	257082	Python	Doex
0	12.92	278918	256000	C	juhgu
0	12.88	1040176	649698	Python3	BoBot
0	12.87	1106513	1458742	C++	Torrosicek
0	12.78	937221	1432650	Java	vrampal
0	12.71	333934	249435	C++	CrazyMerlyn
0	12.71	3204955	2273601	Python3	davidf1000
0	12.68	3191691	2254369	Python3	Lucranix28
0	12.66	664952	257191	Javascript	
0	12.63	905191	1279428	C++	Vince31
0	12.62	3204425	2254509	Python3	IanAzaryaAryanto
0	12.6	215358	362874	Python3	
0	12.57	1981732	1385034	C#	MJS
0	12.53	591809	252349	Python3	jmcomets
0	12.46	614939	255002	Go	wfreeman
0	12.45	788357	365946	Python	DrDr3ck
0	12.44	2021169	1307584	C#	olegstepanov
0	12.36	675132	253920	Ruby	salda004
0	12.35	1783604	1622714	C	Vry
0	12.35	406008	300631	Perl	Dim_K
0	11.87	153293	255471	Java	AbdoMersoul
0	11.84	794641	255759	Groovy	PierreH
0	11.77	616818	282333	C	kaystream
0	11.75	364785	255822	C++	abdelkarim
0	11.62	943784	370827	Python3	RobertK
0	11.5	1646165	789499	Python3	CasperHagenaars
0	11.38	392117	255659	C#	Zedalve
0	11.2	673229	259408	C	Plenop
0	11.08	749045	255535	Javascript	Sarunas
0	11.05	2724076	2482989	Java	Tenko
0	10.99	254503	256038	Clojure	no2
0	10.68	903182	317747	C++	AlagrisPL
0	10.62	1446313	481160	C++	regrub
0	10.61	1860503	1612375	C#	Vanguard
0	10.57	715642	259744	C++	jam2000
0	10.54	1074071	364632	Python3	NendoTaka
0	10.52	230082	255691	C++	AdriD
0	10.52	660374	299047	Haskell	nomeata
0	10.51	1563809	876545	Python3	rangerassassin
0	10.5	631323	255028	C++	herve056
0	10.47	623814	255310	Java	Shweetz
0	10.41	585253	255571	Java	Ameen
0	10.39	2165284	2119032	C++	UsherV
0	10.37	557575	255703	C#	DrNoise
0	10.34	1654172	928336	Javascript	hebaref
0	10.33	1430898	455351	C++	12Ghast
0	10.32	393345	252354	C++	Peter9449
0	10.31	476659	247233	C++	Beard
0	10.3	385014	259703	Java	nmallott
0	10.29	399564	1331375	Haskell	wizzup
0	10.23	353884	255356	C#	parsley
0	10.23	3204088	2254324	Python3	muchammadibnu
0	10.22	411945	255878	C++	Ripoder
0	10.18	680865	255748	Java	vinx
0	10.18	734849	255921	Python	
0	10.17	568754	250647	C	Cyrano
0	10.17	1932857	2007037	Javascript	DonAlonzo
0	10.15	668906	255323	Java	Sandworm
0	10.15	268988	252264	Go	qperez
0	10.12	1668643	1576061	Python3	Tofull
0	10.12	228826	256336	C++	Snark
0	10.1	673524	256285	Go	Mr.Yeah
0	10.09	273064	254716	Java	ma2
0	10.09	566966	308215	C++	NPT44
0	10.06	176986	255661	C++	spiker
0	10.02	2762324	1970917	Python3	NMC
0	10.01	839199	273143	C#	antonytm
0	10	347894	252270	Python3	baloo
0	9.94	770293	259343	Java	mullins
0	9.94	1988531	1387945	Ruby	MarcL
0	9.91	1160166	367882	Java	GuitarGuru
0	9.87	3190297	2257020	Python3	ArchHiraku
0	9.85	903341	317378	C#	Morthyr
0	9.84	722344	247294	C++	caaain
0	9.84	2106827	1443144	C++	shangshandaye
0	9.83	3193883	2254358	Python3	Ranvan12
0	9.8	310175	255325	PHP	Alborq
0	9.76	662240	255778	Java	johnchimpo
0	9.73	1404251	478344	Python	CodeOfChaos
0	9.51	3191787	2254309	Python3	widzamildan
0	9.47	585897	256033	Java	adeprez
0	9.42	368727	259477	Java	p0wonTnx
0	9.25	687076	247280	Javascript	
0	9.18	3191988	2254529	C++	D4n1el_R
0	9.14	468740	256310	C#	fcrovo
0	9.09	230756	259449	Java	MickaelV
0	9.06	1488290	2455128	C++	AndreApp
0	8.99	262297	259374	Java	brox
