# time=2019-09-07 08:00:59
# count=1525
#League	Score	UserID	AgentID	Lang	Pseudo
0	26.24	599411	1628314	C++	Colehour
0	26.19	1896128	1831916	Python3	Vhanire
0	26.14	332450	247753	Java	Athons
0	26.12	1520827	1438141	Java	IcedCapp
0	26.09	945838	360132	Go	tisourit
0	26.04	248736	253733	C++	firsni
0	26.01	1405316	1674066	Java	MarvelousMadness
0	26	786590	256400	Ruby	pariahdog
0	25.93	768272	300608	C#	dupdob
0	25.91	153683	247755	Dart	40R15T3
0	25.91	1588135	1666659	Swift	bjurner
0	25.9	1427078	690523	Java	ToshiTuringMachine
0	25.9	3205329	2254620	C#	rivaldirasya
0	25.89	629655	800228	Javascript	Wolden-Dans
0	25.87	154986	254955	C++	Olayinka
0	25.85	2689801	2417075	Rust	mariomka
0	25.84	1488038	2355761	C++	Tildrum
0	25.78	2397541	1612319	C#	A321
0	25.75	2093395	1672080	C#	VadimKuznetsov
0	25.74	805618	249938	Ruby	core
0	25.68	717507	247416	C#	nateharward
0	25.67	731694	2228764	Java	XP
0	25.58	869440	1503089	PHP	pjonckiere
0	25.57	754792	1637292	C++	Ramdeath
0	25.55	773590	306089	C++	PetasIII
0	25.4	564985	255975	C++	Adhin
0	25.39	2806374	2432675	Python3	BigArt
0	25.37	602078	247427	Java	MowMow
0	25.32	894599	412322	Java	DidierC
0	25.32	1225196	777240	Python	Pepetroo
0	25.32	1390789	2456945	C#	Matthieu.L
0	25.31	1554113	880452	Java	fugativetugboat
0	25.31	513549	254458	Groovy	y0p
0	25.31	1449697	473222	C#	ForScience
0	25.3	1379639	436190	Rust	Bluesk13s
0	25.28	1461534	1970841	Python3	Cesar-SS
0	25.27	2077978	1392554	Python3	MichelLaviron
0	25.26	935802	363439	C#	Jerhyn
0	25.26	1411649	502836	C++	Levatol
0	25.21	1515425	629129	C	JokFP
0	25.2	598532	256561	Python	grmel
0	25.19	1458734	493156	Python3	Lizardue
0	25.18	1379357	415651	C++	didw
0	25.17	1354295	429319	C#	V3T3RAN-GAM3R
0	25.17	346750	253918	Go	Woof
0	25.16	1430796	1467213	Python	_PereKastor_
0	25.16	937740	309794	Python	rnd495
0	25.14	1410353	802881	Rust	SwagColoredKitteh
0	25.11	246715	690702	C++	MattW
0	25.11	1179357	882885	Javascript	avdg
0	25.11	772734	247264	Python	Formu
0	25.1	1458676	491039	C++	beltegeuse
0	25.09	1142942	365704	C#	Aquamoth
0	25.08	3190542	2257081	C++	jrandiny
0	25.05	1170641	769674	C#	ioncodes
0	25.05	648586	253280	Haskell	
0	25.04	154078	255054	C++	Yahya.Elfakir
0	25.04	1289001	411173	C#	
0	25.02	737231	251501	C++	LeBron
0	25.02	370485	255349	Java	K3YM4K3R
0	25.02	3192963	2250462	C#	Fandi_azam
0	25.01	797997	259405	Python	andrewRawr
0	25	495410	301635	C	alisnake
0	24.96	987041	1307508	PHP	particleflux
0	24.96	621768	251408	C#	Soap
0	24.96	2909168	2131555	C#	Winder
0	24.95	2254195	1609354	Java	BrunoFelthes
0	24.94	978182	357766	C++	Capricornus
0	24.92	1086298	370490	Java	aleph
0	24.89	1158238	1641434	Python3	Veka
0	24.88	153925	255448	Javascript	peb73
0	24.87	783215	367540	C++	AndreiS
0	24.85	522308	298951	C++	links234
0	24.84	194314	252129	Javascript	
0	24.84	1988495	1321603	C#	BaptisteLanusse
0	24.8	758326	254435	Python3	badIa
0	24.8	3190909	2253987	C#	ronnyardi
0	24.79	1105849	374100	PHP	Savagge
0	24.79	440476	892837	Ruby	yowa
0	24.77	2158902	1748456	Scala	Snowbart
0	24.77	2133361	1771454	C#	VadimKuznetsov1
0	24.72	712814	254174	Java	
0	24.72	1207532	2335323	Python	Squary
0	24.6	412213	303307	Java	Lance
0	24.59	363783	255129	Java	iahmed16
0	24.58	155856	257362	Java	simovitch
0	24.48	533238	250553	C#	Pr3toria
0	24.48	2713197	1941069	C#	dahpr0gam3r
0	24.46	305790	305178	Java	Bertrand88
0	24.46	1034499	1855415	Java	DOS
0	24.45	1167615	462343	C#	TylerDurden
0	24.44	1835014	2315550	C	Frits
0	24.42	806157	495820	Python3	Aveuh
0	24.42	1112318	463627	Python3	dualinity
0	24.4	174100	247115	PHP	dimanmatrix
0	24.38	3190756	2471026	Python3	darkGrimoire
0	24.31	1438965	486473	Python	eti42b
0	24.28	1747292	2238964	Swift	CodeReaper
0	24.27	689763	412265	C++	agarcia
0	24.25	1022699	803817	C#	Baptistin
0	24.23	904011	708181	Javascript	reserford
0	24.18	540198	252053	C#	SLavaLL
0	24.16	1943653	1222831	Java	Rik
0	24.16	528262	255668	C++	Niii
0	24.09	1082988	915211	C	Saelyos
0	24.02	3167968	2420968	Java	Master_Zain
0	23.95	1673512	2328854	C++	Ryoken
0	23.95	227718	302568	Go	miry
0	23.92	1393911	443512	Javascript	neal_s
0	23.83	1435694	639214	C++	
0	23.77	2290633	2352266	Python3	field3
0	23.58	916297	306138	Java	Eddh
0	23.56	564760	255250	Java	[mtc]Stakix
0	23.51	403411	301388	Python	andresnds
0	23.5	608132	256199	C	seiji
0	23.47	3191869	2254709	Python3	Wolfhysics
0	23.46	1673466	1129048	C#	moare
0	23.4	708236	255964	Java	
0	23.38	1545422	736363	Python3	moonstne
0	23.38	1440111	582275	Java	nicZ
0	23.34	2188022	2120355	Kotlin	neuralsim
0	23.34	688633	256984	PHP	jpabloix
0	23.31	1173649	370744	Python3	Shugah
0	23.29	2573043	1877704	Java	stetlm
0	23.21	1427816	447876	Java	damky
0	23.19	1841051	1832132	Python3	Alpacah
0	23.19	1630890	1133737	Java	Wld
0	23.14	1135573	2207142	Java	SotirisKentros
0	23.14	588310	368765	C#	SeraphimRaven
0	23.13	3245236	2315725	Java	gumast
0	23.11	3191808	2254557	Python3	AZPalace
0	23.11	1848087	1230597	Javascript	Morahk
0	23.11	842596	304491	Python3	Raph
0	23.11	1007939	316583	Python	Poruk
0	23.09	1765440	918456	Python	AndrzejOw
0	23.07	888898	2128033	C++	helgui
0	23.06	1449433	1625341	C++	Rolf
0	23.05	1008123	369707	C++	Falanx
0	23.05	2573885	1876008	Python3	Deathekirl
0	23.03	797590	259756	Python	dbx
0	23.03	3191992	2254522	Python3	alicecrusoe
0	22.99	597560	255373	C#	DarkWaw
0	22.97	525864	305476	Python3	ATwice
0	22.94	2772026	1999216	Go	EveFreeman
0	22.92	1455753	1313528	Go	Lysk
0	22.92	1052630	463720	Rust	_
0	22.9	1953786	1878579	Python3	ludowsky
0	22.9	1713174	2434794	Python3	BigUP
0	22.88	155928	259700	C	pk
0	22.79	1348387	1106321	Java	Harpalionu
0	22.71	1876212	1477349	Python3	PFischbeck
0	22.71	259057	252176	Java	GuillaumeLAURIE
0	22.66	1489068	800118	C++	Subby_
0	22.59	2175601	2118597	C++	GroveLife
0	22.58	3104150	2349166	Python3	besch
0	22.55	229798	414200	Javascript	francoisvasnier
0	22.39	416489	255352	Clojure	alhimik45
0	22.38	796160	311075	C#	DavidTrimoulet
0	22.31	1219395	369320	Java	mihaj
0	22.29	600400	256784	C++	Wiltube
0	22.29	1288527	2048327	Ruby	Snef
0	22.28	809457	251957	Java	ju
0	22.26	1268618	1625602	Java	Barnou
0	22.25	2948040	2148042	Javascript	Pouyou
0	22.2	2242467	2132576	C++	Player17
0	22.18	1132174	1093348	C#	MrLyle
0	22.16	1920401	1117929	C++	FireSquid
0	22.15	612750	254232	C#	DrXela
0	22.15	577973	301948	Java	Naos
0	22.14	2579880	1878553	Java	Schenpaiii
0	22.14	994321	312826	Groovy	Jebediah
0	22.14	1261388	745145	Java	aleph0
0	22.14	974487	311604	Python	Kitpz2
0	22.13	637527	1225312	Java	Daemon
0	22.13	1590522	1506380	Python3	Eddyty
0	22.12	576371	1507073	Scala	Caliban78
0	22.12	169033	379930	Groovy	Yasser
0	22.1	512097	1477093	Haskell	Stilgart
0	22.09	388763	312518	Java	Rattlehead
0	22.08	956638	312061	Python3	Pigeoon-Glaucon
0	22.07	864944	300416	C#	Sinoptique
0	22.06	810201	247397	Javascript	xathis
0	22.05	1201118	375176	Python3	Til
0	22.05	154304	253987	PHP	Feucophe
0	22.04	698825	253982	Ruby	GreyMan
0	22.04	357847	255663	C#	fintalex
0	22.03	832991	1311128	C++	Yuvi
0	22.02	1588583	1306184	Python3	dANNs
0	22.01	2007852	1398744	Go	Zorg1
0	22	2913803	2119020	C++	SheedWallace
0	22	2093060	1493804	C	OursDesCavernes
0	21.99	872721	303584	Java	ROMAIN33
0	21.99	370259	255957	VB.NET	Queloune
0	21.99	3202889	2256168	Java	EmboZam
0	21.97	489078	256122	C++	enot
0	21.92	1132495	370646	Java	Yaayoun
0	21.83	588783	247109	Java	adwiii
0	21.82	600189	255532	C++	ahrimen
0	21.8	540241	247442	Python	ADD
0	21.67	1405926	547071	Javascript	mtreinik
0	21.62	925695	2120548	OCaml	Boulet
0	21.6	1260484	370640	Python3	Cae
0	21.59	1753077	1729420	Python3	codingWhale
0	21.57	827332	490201	Java	Metalshoot
0	21.51	586906	252357	C++	tetonator
0	21.51	248263	247165	PHP	NewboO
0	21.45	1257625	370595	Javascript	ggalmazor
0	21.42	1428047	448025	C++	RenziGalenzi
0	21.4	186405	257049	C#	d-mark
0	21.39	685490	253974	PHP	Yzy
0	21.34	463094	254024	C++	Voidminded
0	21.29	1100752	958137	C++	ValNykol
0	21.16	652984	247160	Python	BibiSpirit42
0	21.14	1625385	1623658	Python	Lollypop
0	20.95	590311	255261	Java	realtim
0	20.93	2698607	2416920	C++	dEsquilas
0	20.9	1386866	415713	PHP	TeOSuRf
0	20.87	304126	247218	PHP	kami
0	20.85	1689362	792414	Rust	TaylorSwift
0	20.81	810438	247090	C++	Sasurai
0	20.8	847675	307982	Haskell	RobinHood
0	20.74	810461	412666	Haskell	StphRolland
0	20.73	1946237	1887276	Java	rx7
0	20.72	1209514	370171	Python3	Freydis
0	20.67	153957	2285932	C#	JeremyV
0	20.66	270402	256129	C++	ethanOl
0	20.63	557990	254993	C++	Wazemo
0	20.62	1115253	1323666	C#	SPA
0	20.62	1443614	620035	C#	Gaswigue
0	20.61	687103	254176	Javascript	juan.cortes
0	20.59	311423	316570	Javascript	kirzyka
0	20.57	492466	255322	Java	Led
0	20.57	759509	254586	C++	alexrn
0	20.56	1838977	978949	Python3	Bemaso
0	20.56	1264911	2222745	Python3	edernstein
0	20.54	1759839	2140330	Python3	matleg
0	20.52	897513	418092	Perl	sugitach
0	20.52	3197131	2254114	Python3	Retorikal
0	20.52	1512667	658543	Python3	DrevanTonder
0	20.52	1911026	1599398	C++	pierrot_le_fou
0	20.5	256955	322128	C++	cup_of_tea
0	20.49	1364541	597572	C#	byyt
0	20.45	225875	2056976	C#	leff
0	20.45	2360690	1943535	Python3	Galrauch
0	20.45	1436776	2210738	C++	BrainSolver
0	20.44	3191910	2249944	Python3	AdityaPutraS
0	20.43	1371345	414515	Java	Lamardechois
0	20.42	1304434	506192	Java	MP-63
0	20.4	1404292	972892	C	PawelK
0	20.39	779881	255635	C++	vishfrnds
0	20.38	1113574	416960	Java	Mus_niro
0	20.36	942442	310696	C#	Coopetyl
0	20.36	657040	251517	PHP	gary
0	20.32	3204588	2254483	C++	rayleigh18
0	20.31	1466631	1773823	Python3	Akrib
0	20.25	2124759	1435233	C++	gabbagandalf
0	20.22	650291	256220	Javascript	Laconis
0	20.21	2118916	1414815	Java	stst_test3
0	20.16	267148	256337	C#	d3dave
0	20.13	736075	1579634	C++	Xyze
0	20.1	2114062	1442851	Java	
0	20.1	2074442	1381353	Python3	Zardo
0	20.07	873626	307391	Python	yomax
0	20.04	335818	247248	Java	TyraEl
0	20.04	1234577	370726	Java	pythondz
0	20.03	273876	302214	C#	SirSushi
