League	Score	UserID	AgentID	Lang	Pseudo	#time=2019-09-07 10:31:24,count=1798
6	32.41	1607522	1886979	C++	RoboStac	
6	29.91	1049935	2227107	C++	Azkellas	
6	29.41	1479930	1887208	C++	LeRenard	
6	29.29	736075	2216168	C++	Xyze	
6	29	735910	1886983	C++	Agade	
6	27.98	1772240	2140156	C++	Wazabis	
6	27.93	1818159	1886984	C++	JRFerguson	
6	26.19	2386035	2090647	Java	Samsonov	
6	25.46	2006324	1886978	Java	SihardeOussama	
6	24.73	1480501	1942292	Java	DaFish	
6	24.71	1629259	2238437	C++	Marchete	
6	24.7	2043908	2234502	Java	AntiSquid	
6	24.1	341112	2056255	Java	Sladix	
6	24.02	1606614	2138812	C++	Wazaa	
6	23.87	1845617	2304921	Kotlin	Shingy	
6	23.19	1106450	1886977	C++	RiSuS	
6	22.01	2522090	1886986	C#	MSmits	
6	21.73	1489865	1886981	C++	EricSMSO	
6	21.72	1372349	1886988	Java	NinjaDoggy	
6	21.42	1500515	1886985	C#	eulerscheZahl	
6	19.95	1757536	1886980	Python3	BlueGhost31	
6	19.23	1487392	1887290	Kotlin	Razielwar	
6	17.41	1673512	1886976	C++	Ryoken	
6	15.96	1869024	2237998	Java	Xa2017	
5	31.31	154312	2343853	Java	ThomasNicoullaud	
5	27.95	1304841	1940834	Java	NitMpez	
5	27.69	1127783	2096948	Python3	zouzou	
5	27.59	3427526	2480843	Python3	remi2257	
5	27.25	805067	1876810	C++	Magus	
5	26.92	1341520	2051003	Java	egaetan	
5	26.31	1059313	1877176	C++	_SERGE_	
5	26.25	1671658	2036356	C++	Kirbiby	
5	26.23	2161313	2226668	C++		
5	25.91	1902840	1876845	C	mechatronick	
5	25.87	351062	2049267	C++	Neumann	
5	25.23	928567	2339045	C++	Konstanta	
5	25.03	1407720	1876884	Python3	bananaMixer	
5	24.86	154984	2417232	C++	_Royale	
5	24.4	820000	1876824	C++	ValGrowth	
5	24.15	1193679	2265685	Python3	Icebox	
5	23.92	1945936	1876846	Python	Spacerouquin	
5	23.52	1890185	2055342	C++	num	
5	23.5	2647140	1964854	Ruby	nisizawa	
5	23.34	912633	1933842	C#	Poviliukas	
5	23.23	2489304	1955282	C#	Yawp	
5	23.16	1756952	1881854	C++	Petras	
5	23.13	1347650	1876848	C++	T-Dup	
5	23.11	1853956	1876851	PHP	Nkoyan	
5	23.08	153683	1876827	Java	40R15T3	
5	22.97	754792	2057885	C++	Ramdeath	
5	22.93	1407621	1934990	C++	Taohbi	
5	22.87	2571540	2109037	Java	Nagatwin	
5	22.77	3239151	2330054	C#	Tanorion	
5	22.63	1944142	1877112	C#	yakalir	
5	22.57	2450542	2341537	C++	MindControler	
5	22.53	1759839	2307326	Python3	matleg	
5	22.46	1824376	1876853	Python	Kodle	
5	22.37	1238934	1876843	C++	accorp	
5	22.31	1855741	1942946	Kotlin	MrKIP	
5	22.14	1792429	1876803	Java	Wildum	
5	22.02	1109979	2266322	C#	Gloopy	
5	22.01	1983336	1932837	C++	Tiutens	
5	21.97	2480130	1931454	Python3	USaGiSaIKoU	
5	21.79	2263101	2019558	C#	Rewolf	
5	21.5	1294909	1876860	Java	Priscus	
5	21.45	2643470	1887747	C++	Kaunas	
5	21.44	1836058	2150566	Javascript	SeebOmega	
5	21.42	2434893	1888608	Clojure	cdurbin	
5	21.36	3072951	2204758	Python3	Riddiel	
5	21.15	1931039	1887149	C#	MooMooN	
5	20.95	869239	1907730	C++	Vingte	
5	20.91	2288263	2068013	Java	dbdr	
5	20.8	1034635	1876833	C++	SlyB	
5	20.63	1480384	1876856	C++	RockyMullet	
5	20.56	153030	2455520	C++	joH	
5	20.54	1333869	1885718	Python3	kiwijam	
5	20.48	335954	1876863	Java	nmahoude	
5	20.39	568476	1876872	Java	Dje54	
5	20.35	198916	1876873	Java	WhatTrickeryIsThis	
5	20.17	1491995	1887659	C#	Tyir	
5	20.06	841085	1876840	C#	Risen	
5	20.06	1386924	1876874	Javascript	Ylec	
5	20	938714	1876834	C++	MyRuonis	
5	19.98	1520360	1876870	C++	Ten0	
5	19.97	1788945	2267426	Python3	FabienDaniel	
5	19.96	2512601	2017767	Python3	VYCanisMajoris	
5	19.94	1082988	1938076	C++	Saelyos	
5	19.93	815488	2062707	Java	Seti	
5	19.91	2455573	1889004	C++	Testeris	
5	19.9	1740037	1877891	Scala	ereiam	
5	19.9	2990918	2404046	Javascript	Dingodino	
5	19.87	1987751	2404675	C++	ruu	
5	19.86	1077559	1876807	Java	PhOeNyX	
5	19.76	1783604	1876829	C	Vry	
5	19.66	1114834	2430678	Python3	k4ng0u	
5	19.59	2521394	1935731	Kotlin	FrankR	
5	19.56	1676711	1876813	Java	Eeeval	
5	19.37	1572888	1876883	Python3	DirtyHarry	
5	19.16	232528	1877894	C++	cegprakash	
5	19.14	1515891	1876804	Kotlin	ndc	
5	19.14	886483	1876880	ObjectiveC	R4N4R4M4	
5	18.76	2158902	1876821	Scala	Snowbart	
5	18.73	1125115	1876852	C#	RafaelSan	
5	18.68	1854246	1882499	C++	Counterbalance	
5	18.63	1634607	2198923	Python3	Taraxicum	
5	18.59	1724778	1945240	C#	nevgen	
5	18.54	2470677	1876825	Java	Goujon	
5	18.51	1631057	1877896	Python3	Pask	
5	18.48	1186250	2261478	Python3	Gabbek	
5	18.47	1158238	2331292	Python3	Veka	
5	18.46	1695697	1895921	Python3		
5	18.39	2360690	1877529	Python3	Galrauch	
5	18.37	802171	1878544	PHP	Merome	
5	18.34	1169264	2354743	Java	moarrrr	
5	18.2	1288527	1899826	C	Snef	
5	18.16	1948029	1937025	Python3	matscube	
5	18.15	1759335	2201120	C#	metahom	
5	18.11	1792532	2061378	C#	Zanbez	
5	18.06	3255204	2331472	Java	Gah	
5	18.04	849999	1900012	Java	Moez	
5	18.02	512097	1877177	Haskell	Stilgart	
5	17.81	1443538	1878495	Java	Gevater_Tod4711	
5	17.77	1194069	2110187	Java	Redstrike	
5	17.77	3196818	2317521	C++	tomreddle	
5	17.72	1734105	1876822	Python3	Bibou	
5	17.66	2133361	2331293	C#	VadimKuznetsov1	
5	17.57	2416641	2311401	Groovy	Zenoscave	
