League	Score	UserID	AgentID	Lang	Pseudo	#time=2019-09-07 11:48:27,count=89
0	37.14	186179	2455798	C++	Nagrarok	
0	36.08	2924895	2475583	C	trictrac	
0	34.78	2288263	2359830	Rust	dbdr	
0	34.65	2923506	2477340	C++	darkhorse64	
0	33.57	1436776	2457899	C++	BrainSolver	
0	33.02	1489865	2464746	C++	EricSMSO	
0	32.09	155774	2421995	C++	dwarfie	
0	28.73	3136787	2431745	C++	jacek	
0	28.59	1661333	2358657	C++	linjoehan	
0	27.75	2590149	2473803	C++	GoofyGas	
0	27.55	1673512	2424082	C++	Ryoken	
0	25.2	1453140	2464322	VB.NET	believerboy	
0	24.58	1288527	2355074	C++	Snef	
0	24.55	889789	2411138	C	Alain-Delpuch	
0	23.66	331880	2407907	Kotlin	Monstruo	
0	23.14	224325	2418160	C++	TidyMaze	
0	22.33	338469	2426186	Rust	Sulaf	
0	22.32	953094	2359648	Python3	Witman	
0	22.22	153965	2411877	Python3	Keelhaul	
0	22.08	1109979	2416140	C++	Gloopy	
0	21.8	1169499	2355418	C++	naab	
0	21.79	2290633	2350182	Python3	field3	
0	21.63	1771970	2436189	Python3	Entei	
0	21.19	1854246	2407725	C++	Counterbalance	
0	21.14	1833849	2416950	C++	Akromha	
0	20.95	2786666	2348225	C++	TetraktysPhi	
0	20.89	1464932	2444174	Java	Tiramon	
0	20.71	1378958	2348826	C#	Illedan	
0	20.32	2516972	2347123	Python3	Lyxx	
0	20.28	3396528	2460346	C++	surffer3d	
0	20.06	1838289	2375123	C++	Dagal	
0	19.73	1412263	2347785	PHP	PatrickMcGinnisII	
0	19.64	1065845	2347407	Ruby	Oli8	
0	19.55	157377	2354473	Python3	McKelian	
0	19.32	734401	2359653	C++	b0n5a1	
0	19.3	1227148	2452341	Java	Schneewittchen	
0	19.23	3285580	2409695	Python3	mr.x	
0	19.19	2572485	2427707	Ruby	DGynn	
0	19.18	3055468	2437679	Java	binx33	
0	19.15	371603	2348649	Ruby	martin	
0	19.12	1932980	2422600	Javascript	AlexandreK	
0	19.12	3250221	2350937	Javascript	reimu	
0	19.05	1926967	2407279	Kotlin	Stanworld	
0	18.77	792813	2351267	Python3	VilBoub	
0	18.77	2141506	2453333	C#	Jamesscn	
0	18.69	1418821	2416887	C++	input.txt	
0	18.6	1525392	2448654	Haskell	migorec	
0	18.24	934381	2414516	C++	PolyB	
0	17.98	2069141	2446510	C#	tomeko	
0	17.6	1728288	2423723	C#	MOLP	
0	17.42	1740037	2347927	Scala	ereiam	
0	17.33	1484839	2350053	Go	sparky	
0	16.98	3398935	2434005	C#	OkrosDaniel	
0	16.64	2976964	2422544	Java	BenjaminUrquhart	
0	15.11	973040	2346674	C	papyjo	
0	15.03	314562	2481377	C++	Mechar	
0	14.76	2049979	2359785	Python3	130N35	
0	14.14	1783604	2347000	C	Vry	
0	14	1200905	2448932	Python3	OK2	
0	13.98	1462449	2431795	C++	wackadoodle	
0	13.9	969000	2409747	Javascript	KB	
0	13.9	925695	2347703	OCaml	Boulet	
0	13.73	2101153	2409859	Python3	[CG]jupoulton2	
0	13.73	2508635	2356473	Java	hemhel	
0	13.68	3334658	2347840	Java	Aquaphobe	
0	13.44	1713174	2357274	Python3	BigUP	
0	13.35	788361	2359509	Python3	Bob	
0	13.31	3167968	2416048	VB.NET	Master_Zain	
0	13.28	2983004	2434544	PHP	tazorax	
0	13.08	1341520	2359481	Lua	egaetan	
0	12.99	3061689	2430135	Python3	GiovanniDejan	
0	12.64	3076654	2408549	Python	bonebone	
0	12.53	631323	2483444	Python3	herve056	
0	12.5	1194069	2471149	Java	Redstrike	
0	12.39	2642734	2458785	Python3	ZTianming	
0	12.31	2497890	2410436	C#	BlackBird	
0	12.1	2006348	2380813	Python3	Koji02	
0	12.02	837350	2421805	Python3	BorisZ	
0	11.97	2450542	2399835	C++	MindControler	
0	11.54	1829569	2469111	Python3	[0___0]	
0	10.7	1206537	2347149	Python3	MadKnight	
0	9.57	1899200	2346830	C++	Ellain	
0	8.52	2241559	2414456	Python3	eskeln	
0	7.62	2043908	2346592	Swift	AntiSquid	
0	7.1	1760921	2401805	Go	[Leonardone]-[-_-]-[NEETSDKASU]	
0	6.87	3386139	2482661	Python3	MostComplicatedUsername	
0	5.25	1209562	2347008	Python3	JohnnyYuge	
0	-5.07	2868729	2347714	C++	Snefff	
0	-5.73	569247	2406537	Python3	LaurentBouvier	
