League	Score	UserID	AgentID	Lang	Pseudo	#time=2019-09-07 11:49:13,count=85359
6	26.05	1294575	1797731	Javascript	SackPhantom	
6	25.99	1620749	753038	Python	knightmare555	
6	25.99	1447295	2463272	C++	Roszondas	
6	25.99	1420269	611632	Python3	Vischtor	
6	25.98	2006324	1998793	C++	SihardeOussama	
6	25.96	1826088	1215561	Python3	NicolasSR	
6	25.94	1462449	612347	Javascript	wackadoodle	
6	25.91	1629241	1842670	Java	DeVan	
6	25.89	688739	479030	Javascript	TiboW	
6	25.84	1396756	2052840	C++	OMGJebz	
6	25.68	198916	1775199	Java	WhatTrickeryIsThis	
6	25.61	2050361	1407171	C	Farhlum	
6	25.61	1481544	1859424	C++	ZarthaxX	
6	25.59	1283384	2448734	Javascript	MrBib	
6	25.59	773720	588799	PHP	lrotherfield	
6	25.59	2708810	1953999	C++	prdxfndr	
6	25.58	2119304	1462276	C++	Aname	
6	25.54	1752303	908203	Python3	murrayr	
6	25.47	1753424	1637666	Javascript	FilkinKuiv	
6	25.45	938694	2095045	Javascript	Zerplin	
6	25.42	1599495	746683	C#	Blue_	
6	25.36	3424039	2459576	C++	Gerald555	
6	25.33	1896469	1120289	Python	Morcos	
6	25.31	1612971	926905	Python3	Learnick	
6	25.31	1799388	956390	C++	Wolfpacker	
6	25.28	2607343	1913026	C#	BiggityBang	
6	25.27	2762653	2266953	Javascript	RAAAT	
6	25.26	1477603	1220890	Rust	jmb	
6	25.25	1993081	1407039	C#	Lubisarna	
6	25.25	746260	1734321	Haskell	rhr	
6	25.24	1232188	473149	Python3	Sylven	
6	25.22	1245647	1223021	C++	[CPC]Herbert	
6	25.19	1522371	653364	C	qwertiklubo	
6	25.16	2002555	1387012	Python3	MAXN	
6	25.15	1001266	1653351	Java	Chamel	
6	25.14	1167048	1942008	Javascript	EdEnsor	
6	25.14	271873	1939581	C#	lionel_fr	
6	25.14	1826023	1119242	C	ZeBest	
6	25.11	1455012	606021	C#	ByGGy	
6	25.1	888904	582034	Java	DanyBoy	
6	24.89	1071140	486301	C#	BeberLeNewbie	
6	24.86	3187891	2328174	Python3	HCCHEN	
6	24.85	1053520	2058749	C#	Thony	
6	24.62	2720216	1958966	Kotlin	ilgiocatore	
6	24.54	1909527	1215079	Python3	trololol	
6	24.33	568476	496299	Java	Dje54	
6	24.31	2950035	2479886	C++	drunkennoone	
6	24.26	2441594	1649910	C++	biber_33	
6	24.25	1567943	722402	Python3	LazyMammal	
6	24.25	1495394	598857	C#	qwerty_42	
6	24.24	2135916	1978423	Python3	Oioi	
6	24.24	2999564	2152698	C++	SneakyJoJo	
6	24.19	1480384	1737240	C++	RockyMullet	
6	24.18	1314796	478005	C#	JBence	
6	24.18	1784938	2475308	C#	Julius2k17	
6	24.18	3256107	2346717	Python3	Dogiv	
6	24.18	1884001	1782505	C++	Coconara	
6	24.17	879113	499356	Python3	Brunao	
6	24.16	1727322	920590	Python	pyjama	
6	24.13	1654519	878291	C#	Horiga	
6	24.12	1662410	1499044	Java	funcmatic	
6	24.11	802171	498092	PHP	Merome	
6	24.07	2105638	1418468	C++	BaronTrozo	
6	24.05	2316796	2472828	C++	Psio	
6	24.04	934381	2420001	C++	PolyB	
6	24.02	2994874	2251159	Python3	MasterMechanic	
6	24.02	1582011	2207084	Rust	cryp	
6	24.01	3060929	2233125	C#	DMcQuinn	
6	23.98	1606614	976419	C++	Wazaa	
6	23.96	424510	2407438	Kotlin	csj	
6	23.95	2587391	1886272	C++	SergCha	
6	23.94	3373291	2430251	Go	BHW	
6	23.93	196606	583785	Java	EasyCoder	
6	23.87	1145203	581980	Python3	Lemps	
6	23.78	1501735	1890167	Python3	bernardlavilliers	
6	23.76	2891360	2119256	Java	Aquamarine	
6	23.68	1711554	1947584	Java	Boboppe	
6	23.67	153045	2142100	C++	nib	
6	23.54	2858320	2111538	Python3	Loule	
6	23.53	828213	1878329	C++	anst	
6	23.47	1752142	900455	C#	EvilKurt	
6	23.44	1454407	496408	PHP	SUPAD	
6	23.44	1483234	1047090	C#	jbl	
6	23.42	1944006	2121790	Javascript	Gaspachoandalus	
6	23.42	552776	1775175	C#	player_one	
6	23.41	2675100	1950209	Javascript	Motumbo	
6	23.4	2092746	1455239	Python3	donjo	
6	23.39	1499779	800410	Java	NomadZ	
6	23.35	2109250	1637791	Javascript	Vicarius	
6	23.29	1953062	1300277	Go	YukiOda	
6	23.25	1713174	1860436	Python3	BigUP	
6	23.25	1301401	977077	C#	Stanax	
6	23.24	3001215	2190705	Java	spider_7	
6	23.22	2074008	1385226	C++	fnkfnkfnk	
6	23.19	1485015	1514757	C++	Murky	
6	23.16	1944724	1297355	C++	Anomin	
6	23.15	2561241	1804051	Python3	Napator	
6	23.07	1291658	2281966	C++	maykeul	
6	23.02	2217375	1479053	Ruby	snrogers	
6	23	1469819	584468	Javascript	Allsecond	
6	22.97	1410353	1962081	Rust	SwagColoredKitteh	
6	22.91	1704713	837133	Java	Mitos	
6	22.87	1480068	634092	Javascript	dunnock	
6	22.83	3082494	2239777	Python3	alarih	
6	22.8	1772240	1076582	C++	Wazabis	
6	22.75	1469666	2429378	C++	alenic	
6	22.72	1387123	2040091	Java	fatkidforlife	
6	22.69	1024757	1852192	Java	garcimore	
6	22.69	2603249	1880085	Java	JeC	
6	22.68	1555765	750965	C#	DewJunkie	
6	22.68	2892335	2221697	Python3	lukasz.fratczak	
6	22.67	1333869	800775	C++	kiwijam	
6	22.67	1304841	1847347	Java	NitMpez	
6	22.56	1783446	961598	Java	GreY	
6	22.52	1816399	1650862	Scala	lugu	
6	22.51	3376614	2433735	Kotlin	tyhal	
6	22.51	1974975	1384632	Python3	Aimfall	
6	22.49	2121163	1842523	C++		
6	22.44	612827	1861840	Python3	Wellan	
6	22.42	1944860	2437010	Java	rebel	
6	22.4	2809249	2264747	Python3	AnakinSkywanker	
6	22.38	1483798	631569	Ruby	hm001	
6	22.37	403748	2246056	Bash	[CG]SaiksyApo	
6	22.35	2093404	1414136	Java	spiripontain	
6	22.35	1894051	1113423	C#	DarkJarek	
6	22.34	1284747	1133637	Python3	mr-push	
6	22.32	1705176	949059	Python3	Jabba_Hatt	
6	22.3	2055377	1659123	C++	Covfefe	
6	22.29	2216563	1498465	C++	TKD	
6	22.22	2534898	1841576	C++		
6	22.21	1498163	659959	Java	Ben-oit	
6	22.12	754792	1935604	C++	Ramdeath	
6	22.09	3077024	2202984	C	DrEyeBender	
6	22.03	1178569	505922	C	Azerrr	
6	21.95	1618351	771062	Python3	Iamafish	
6	21.95	2526322	1853377	Java	fhemsworth	
6	21.94	3071320	2210791	Go	autlunatic	
6	21.91	1671658	1324296	C++	Kirbiby	
6	21.76	3142815	2243236	Python3	Jonanzr	
6	21.76	1444576	1118278	C++	RagnarTheGreat	
6	21.73	1855741	1218103	Java	MrKIP	
6	21.69	1433073	651037	Python3	DWreck	
6	21.68	1788941	1455171	Java	Franfy	
6	21.68	1400653	1864367	Python3	tsalin	
6	21.62	1488036	636135	Python3	vlabbe	
6	21.61	1435565	788267	C#	KnOEdelKobold	
6	21.58	1728288	2091473	C#	MOLP	
6	21.57	2479417	2121598	C++	Papa94	
6	21.47	2378983	1940870	C++	jonip	
6	21.43	2568889	2476010	Python3	Sallent	
6	21.34	1757536	1783100	Python3	BlueGhost31	
6	21.33	2334621	1600564	Java	bcf	
6	21.32	2320530	1582411	Python3	Ferris	
6	21.28	1737760	900718	C++		
6	21.24	2590474	1857894	Python3	LMaximus	
6	21.22	715319	789779	Go	poksh	
6	21.07	1571275	768997	C#	MikeC	
6	21	2370407	1602859	C++	oneup40	
6	20.98	1204522	1490544	Python	llllllllll	
6	20.78	153683	1780409	Dart	40R15T3	
6	20.75	969316	611705	Python	masterglob	
6	20.74	1076632	1331683	C++	Chen	
6	20.62	1690914	1594475	Lua	The_Cat	
6	20.51	1664044	1607737	Javascript	BUG	
6	20.44	2581364	1835760	Python3	AdamDobrowolski	
6	20.36	1163546	1935958	C++	Pyou	
6	20.33	2269150	2141853	Java	Spike_VB	
6	20.24	256333	2410321	C++	Caracole	
6	20.14	569608	1093249	Python3	cetres	
6	20.02	906285	2307194	Java	Bastien7	
6	20.02	836864	2329868	Java	totokogure	
6	19.96	2937215	2131873	Python3	bubi24	
6	19.93	2948040	2143010	Javascript	Pouyou	
6	19.85	811622	2094419	Python3	Scarfield	
6	19.78	598286	2461251	C++	tcourreges	
6	19.69	2082417	1386869	Python3	GeneticalAI	
6	19.68	848052	646301	C++	agolu	
6	19.66	1703157	1876433	Java	HyperionQuetzal	
6	19.5	1914730	2345199	Java	LumpyTheGreat	
6	19.48	2244606	2258919	Javascript	vindoz	
6	19.38	841085	1077578	C#	Risen	
6	19.37	2784019	2131595	Python3	cryptoroot	
6	19.33	1166639	1550734	Python	hostage112	
6	19.3	1030259	2338490	C#	salext	
6	19.17	2650265	1931099	Python3	Dromeo	
6	19.01	1474983	1933372	Python3	Galva	
6	18.99	2107217	1874838	C++	Oh-Maley	
6	18.84	1483838	2131872	Java	Ezeck	
6	18.69	1407720	1779689	Python3	bananaMixer	
6	18.43	3189631	2251184	Javascript	Arkless	
6	18.41	1705522	2338489	Python3	Taplasto	
6	18.27	2478991	1765034	Groovy	LabRatX	
6	18.26	2457325	1671728	Python3	Darian4	
6	18.24	2265795	1581807	Python3	geobr	
6	18.21	1860827	1329588	C#	anuka93	
6	18.21	2779486	2053295	Lua	grinchfox	
6	18.21	2590149	2058468	Python3	GoofyGas	
6	18.21	1186292	2132256	Python3	GLE	
6	18.2	2238294	2329804	Javascript	DVidian	
6	18.2	2442948	1733650	Rust	cannon-fodder	
6	18.18	999637	1878449	C	dinobogan	
6	18.15	632549	899114	Java	Keiras	
6	18.15	2422498	1931101	C#	nickypick	
6	18.07	2427426	1727726	C#	wallpap3r	
6	18.06	1867912	1139974	Javascript	hackerontherun	
6	18.03	1660602	964682	PHP	DiogoPimenta	
6	18.03	605597	2210438	Java	Spider Jerusalem	
6	18.01	630050	485352	Javascript	Chulepa	
6	17.97	1967805	1316362	Python	Ingenium	
6	17.96	1349430	2345605	Python3	tardigrada	
6	17.96	325815	771532	Java	Brushy	
6	17.95	1479236	627649	Java	Syj	
6	17.94	826815	1450342	C++	galibe_s	
6	17.91	1040176	1077805	C++	BoBot	
6	17.87	2802157	2437312	Python3	HKit	
6	17.87	1722318	1801985	Java	TimCode	
6	17.85	1443538	581116	Java	Gevater_Tod4711	
6	17.83	860297	1931102	C++	charlieamer	
6	17.82	1288865	581114	Java	codyboto	
6	17.81	1116667	2132257	Python3	SatayuParinayok	
6	17.8	3211735	2475580	C++	Fireballl	
6	17.8	1142942	1625685	Javascript	Aquamoth	
6	17.79	2926303	2437153	Python3	Luber90	
