Comp.	Score	UserID	Pseudo	#golf,count=429,time=2022-05-09 00:47:41
100	42	2928146	LolCat	
100	46	1483723	d-s-x	
100	56	3845610	pardouin	
100	63	1654818	tarapitha	
100	79	1436776	BrainSolver	
100	80	1399382	Regulus136	
100	87	1968855	ThePurificator	
100	89	155920	t2_cyborg	
100	92	4487490	cnk_gr	
100	92	4538788	AlecMan	
100	93	1854246	Counterbalance	
100	93	4216789	Saur2000	
100	94	1336464	magaiti	
100	94	4756200	tueda	
100	95	1702117	nullie	
100	96	1178276	Jerome_95	
100	96	1896273	Coyin	
100	96	3913376	LaurentValade	
100	97	1324974	ViktorCs	
100	97	3354337	Westicles	
100	98	4095128	Voltmachine	
100	98	2874091	5DN1L	
100	99	1398160	abcde123	
100	101	1582256	Pedro69	
100	103	1548666	goblin	
100	103	1518504	bohuss	
100	103	953094	Witman	
100	104	943556	DollarAkshay	
100	105	2584779	quirck	
100	105	155774	dwarfie	
100	107	2315158	luigi_gelato	
100	107	3514975	PhuRiNaT	
100	107	3532429	Skyf0l	
100	108	2315411	cejonio	
100	108	2897325	CAEZAR	
100	108	2325449	otpv	
100	108	1179950	Patorikkuyatta	
100	108	2923506	darkhorse64	
100	109	1518602	norcas	
100	109	4477724	Mitarano	
100	110	973040	papyjo	
100	111	1848459	Velcoro	
100	111	4341304	Remi.	
100	112	888816	pdave	
100	112	1145203	Lemps	
100	112	1788623	knarfw	
100	113	2238146	stem	
100	113	2141506	Jamesscn	
100	114	1608670	designer	
100	114	329200	BlitzProg	
100	115	432266	alxn1101r	
100	115	1863849	Peglo	
100	116	1446202		
100	116	1921771	PerlTutor	
100	116	392615	dionys	
100	117	153667	tocose	
100	117	3808031	_proton	
100	117	3516345	Jp82	
100	118	819996	Scott28	
100	119	862919	Astrobytes	
100	120	1512823	sonoki	
100	120	1684563	Johan128	
100	120	4155983	o0lit3	
100	120	4420742	Mortis_666	
100	121	1319964	Han_V	
100	121	2131464	oliviertp	
100	123	922024	umq	
100	123	1250260	Elche	
100	123	1516138	elken	
100	123	1001266	Chamel	
100	123	1180763	ExCellRaD	
100	123	1608197	Luun	
